sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus,errors
EE001,,Default,simple,Earring,base,"Antique Rosette Earring","This handcrafted piece in antique gold, features  flower with grey stone having bead tassels.                                                                                                                                   ","<ul><li>Plating- Electroplated Antique gold             </li><li>Stone-Faceted Foiled Stone</li></ul>",56,1,taxable,"Catalog, Search",1895,,,,antique-rosette-earring,,,,/i/m/img_9913e-min.jpg,,/i/m/img_9900e-min.jpg,,/i/m/img_4552e-min.jpg,,/i/m/img_4559e-min.jpg,,"7/24/19, 4:41 PM","7/29/19, 5:41 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"brk_page_type=Type 1,rg_featured=Yes",10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,/i/m/img_9913e-min.jpg,,,,,,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
EE003,,Default,simple,Earring,base,"Clover Like Earring\ Deltoide Earring","Rose gold finish earrings with claw shape. Three layer of different shapes with grey stone enhancing the charm of this earring.                                                                                                         ","<ul><li>Plating- Electroplated Rose gold      </li><li>Stone-Faceted Foiled Stone</li></ul>",50,1,taxable,"Catalog, Search",2895,,,,"clover like earring\ deltoide earring",,,,/i/m/img_9868e-min.jpg,,/i/m/img_9864e-min.jpg,,/i/m/img_4461e-min.jpg,,/i/m/img_4466e-min.jpg,,"7/24/19, 4:41 PM","7/24/19, 4:41 PM",,,"Block after Info Column",,,,,,,,,,,"Use config",,,10,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
